merged_12S_fishcard_88,LC091621.1,98.824,170,2,0,1,170,1,170,2.65e-78,303
merged_12S_fishcard_88,LC091620.1,98.824,170,2,0,1,170,1,170,2.65e-78,303
merged_12S_fishcard_88,LC069500.1,98.824,170,2,0,1,170,1,170,2.65e-78,303
merged_12S_fishcard_88,EF455489.1,98.824,170,2,0,1,170,1445,1614,2.65e-78,303
merged_12S_fishcard_88,MG993162.1,98.235,170,3,0,1,170,314,483,1.24e-76,298
merged_12S_fishcard_88,MH003641.1,98.235,170,3,0,1,170,314,483,1.24e-76,298
merged_12S_fishcard_88,MH003639.1,98.235,170,3,0,1,170,314,483,1.24e-76,298
merged_12S_fishcard_88,NC_008615.1,98.235,170,3,0,1,170,1318,1487,1.24e-76,298
merged_12S_fishcard_88,KY798500.1,97.647,170,4,0,1,170,275,444,5.75e-75,292
merged_12S_fishcard_88,MF621750.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,KP013084.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,LC050735.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,MZ567214.1,97.647,170,4,0,1,170,246,415,5.75e-75,292
merged_12S_fishcard_88,MW300342.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,MW300336.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,MW300335.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,NC_056957.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,MT667254.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,MT410879.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,DQ288271.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,DQ288270.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,DQ288269.1,97.647,170,4,0,1,170,314,483,5.75e-75,292
merged_12S_fishcard_88,LC340053.1,97.647,170,3,1,1,170,1,169,2.07e-74,291
merged_12S_fishcard_88,LC091631.1,97.059,170,5,0,1,170,1,170,2.67e-73,287
merged_12S_fishcard_88,KP218514.1,97.076,171,4,1,1,170,314,484,2.67e-73,287
merged_12S_fishcard_88,KP085590.1,97.059,170,5,0,1,170,314,483,2.67e-73,287
merged_12S_fishcard_88,HQ167664.1,97.059,170,5,0,1,170,246,415,2.67e-73,287
merged_12S_fishcard_88,DQ288268.1,97.059,170,5,0,1,170,314,483,2.67e-73,287
merged_12S_fishcard_88,AY886762.1,97.059,170,5,0,1,170,1317,1486,2.67e-73,287
merged_12S_fishcard_88,LC091630.1,97.059,170,4,1,1,170,1,169,9.62e-73,285
merged_12S_fishcard_88,LC091629.1,97.059,170,4,1,1,170,1,169,9.62e-73,285
merged_12S_fishcard_88,LC069501.1,97.059,170,4,1,1,170,1,169,9.62e-73,285
merged_12S_fishcard_88,NC_017838.1,97.059,170,4,1,1,170,314,482,9.62e-73,285
merged_12S_fishcard_88,AF125509.1,97.059,170,4,1,1,170,246,414,9.62e-73,285
merged_12S_fishcard_88,AF125508.1,97.059,170,4,1,1,170,246,414,9.62e-73,285
merged_12S_fishcard_88,AF113121.1,97.059,170,4,1,1,170,246,414,9.62e-73,285
merged_12S_fishcard_88,AF113120.1,97.059,170,4,1,1,170,246,414,9.62e-73,285
merged_12S_fishcard_88,MH003640.1,96.471,170,6,0,1,170,314,483,1.24e-71,281
merged_12S_fishcard_88,MG924482.1,96.471,170,6,0,1,170,246,415,1.24e-71,281
merged_12S_fishcard_88,LC458077.1,96.471,170,6,0,1,170,1,170,1.24e-71,281
merged_12S_fishcard_88,MF621751.1,96.471,170,6,0,1,170,314,483,1.24e-71,281
merged_12S_fishcard_88,MF621749.1,96.471,170,6,0,1,170,314,483,1.24e-71,281
merged_12S_fishcard_88,LC091628.1,96.471,170,6,0,1,170,1,170,1.24e-71,281
merged_12S_fishcard_88,LC091627.1,96.471,170,6,0,1,170,1,170,1.24e-71,281
merged_12S_fishcard_88,LC091626.1,96.471,170,6,0,1,170,1,170,1.24e-71,281
merged_12S_fishcard_88,LC091625.1,96.471,170,6,0,1,170,1,170,1.24e-71,281
